14 16 22413 1277 20
12 12 43.583464
25 65 41.763045
32 54 40.040098
42 97 33.566648
71 86 14.637550
83 71 21.309438
52 2 25.241610
63 71 44.572123
35 97 29.699825
54 84 6.302832
85 90 46.971966
20 37 12.437325
87 86 41.020075
18 36 30.817461
0 13 1.371076 45.570174
0 2 39.542788 48.891979
1 9 0.333400 45.451006
1 4 23.991410 54.042963
2 11 17.231723 33.556364
2 10 47.072686 101.105447
2 3 42.751880 58.421578
4 12 0.221410 16.625949
4 5 45.539555 21.308655
5 6 45.504312 139.161263
7 12 6.622005 44.777186
7 11 4.347813 73.251763
7 9 46.513575 16.189005
8 12 48.166093 64.472520
8 10 1.670720 59.525816
10 12 1.054156 7.064504
