12 13 6434 309 20
63 85 17.908452
89 66 0.674292
57 26 36.929311
63 41 22.756827
42 11 32.531257
72 60 20.914637
19 21 12.473073
67 52 42.125264
21 55 35.603041
12 47 19.286739
8 53 30.911999
52 75 15.020496
0 11 44.476846 17.178289
0 10 24.123463 100.046497
0 8 21.944506 72.310257
1 11 15.031970 41.486723
1 8 2.153099 73.163975
1 5 26.841975 18.911266
1 4 47.895169 75.244944
1 3 31.793072 46.930885
2 4 15.914599 29.765237
3 7 38.065789 18.259566
6 10 14.930311 45.064496
7 9 49.120148 67.180775
9 10 23.295689 12.380734
