14 16 14073 281 20
12 12 26.519413
25 65 41.724815
32 54 21.105586
42 97 3.864587
71 86 1.447259
83 71 44.604203
52 2 43.608528
63 71 16.501745
35 97 20.478606
54 84 37.105220
85 90 1.732179
20 37 0.202720
87 86 42.901673
18 36 41.389015
0 13 29.868965 43.701473
0 2 47.271047 62.884782
1 9 12.310222 45.525374
1 4 16.081457 62.563310
2 11 10.547365 33.370359
2 10 11.042512 99.933487
2 3 26.372124 48.177678
4 12 20.079631 31.581658
4 5 25.212096 28.539769
5 6 45.391636 93.502590
7 12 13.251706 44.760476
7 11 22.685211 98.667623
7 9 10.474445 25.220255
8 12 31.485629 63.558100
8 10 2.692105 61.268916
10 12 49.003532 6.518106
