14 16 29472 628 20
12 12 32.887066
25 65 24.458028
32 54 15.414387
42 97 36.325548
71 86 36.161099
83 71 31.099368
52 2 40.949279
63 71 16.592848
35 97 17.720502
54 84 24.882519
85 90 11.155662
20 37 21.723186
87 86 23.561963
18 36 36.203185
0 13 6.505399 31.282723
0 2 49.840769 79.946158
1 9 42.970470 69.017907
1 4 29.911976 87.757124
2 11 41.595758 26.229443
2 10 12.175755 65.177947
2 3 47.285629 77.532659
4 12 42.820351 30.041960
4 5 26.768190 29.767969
5 6 42.897316 101.783983
7 12 3.439478 35.713508
7 11 4.043017 81.126827
7 9 41.717186 22.146166
8 12 31.187989 83.898995
8 10 2.487499 64.059071
10 12 26.666829 6.027650
