12 13 19736 780 20
63 85 18.794709
89 66 9.720324
57 26 2.029581
63 41 27.742100
42 11 26.807466
72 60 25.190021
19 21 3.649134
67 52 33.924862
21 55 22.055983
12 47 1.058916
8 53 20.565791
52 75 47.288814
0 11 28.039316 21.338648
0 10 39.039526 87.333631
0 8 21.269730 91.222078
1 11 39.405071 50.743646
1 8 49.592329 103.586087
1 5 44.903479 20.728157
1 4 14.239954 90.965883
1 3 35.843007 45.463262
2 4 36.766891 36.778949
3 7 5.483524 14.162646
6 10 12.529405 65.298396
7 9 23.294681 91.925706
9 10 36.874758 12.651076
