12 13 46809 320 20
63 85 20.276515
89 66 17.176764
57 26 6.167387
63 41 45.714937
42 11 35.902048
72 60 23.267059
19 21 31.077419
67 52 0.369523
21 55 18.511626
12 47 5.960906
8 53 1.012597
52 75 31.774170
0 11 4.851888 25.938094
0 10 31.808587 89.062481
0 8 5.900620 68.826100
1 11 44.503811 72.675980
1 8 3.877853 69.838665
1 5 13.399117 27.863176
1 4 2.732196 74.657111
1 3 43.636381 60.366186
2 4 28.463324 24.934172
3 7 29.046921 20.872450
6 10 45.330075 64.725096
7 9 31.542135 82.577171
9 10 5.839277 9.893219
