13 17 41343 719 20
93 57 18.062246
41 71 17.742093
57 70 8.628700
91 58 10.068844
54 58 5.554342
38 57 17.384849
91 9 36.716142
79 51 22.891028
5 54 49.032956
16 79 9.311833
49 93 30.721918
37 14 35.158708
82 11 8.779607
0 12 42.216078 88.373678
0 5 32.405314 109.739112
0 3 18.025316 3.524713
0 2 38.656469 75.818236
0 1 22.029600 103.224227
1 10 39.379083 41.617226
1 3 29.509767 86.455169
3 7 3.287334 19.281551
3 6 46.148384 82.735061
4 9 2.165624 61.955105
4 7 31.418424 28.441916
5 7 22.161933 47.834497
6 12 30.610994 12.563393
7 10 27.446399 73.492991
8 9 6.353597 33.503717
9 10 4.757231 61.818695
11 12 35.988836 88.909629
