14 16 10177 1094 20
12 12 41.362663
25 65 13.049765
32 54 14.218667
42 97 27.441813
71 86 16.166063
83 71 15.501456
52 2 25.701709
63 71 49.475854
35 97 48.426921
54 84 4.121740
85 90 9.071251
20 37 0.822191
87 86 4.895998
18 36 39.005669
0 13 2.838497 35.218172
0 2 30.880344 73.421493
1 9 25.268895 44.868425
1 4 10.707099 84.887200
2 11 17.264323 28.409772
2 10 12.925936 119.348351
2 3 29.702314 86.688190
4 12 31.385398 20.652295
4 5 5.901086 36.851644
5 6 10.139664 142.868886
7 12 10.601226 47.175320
7 11 9.044608 82.929717
7 9 24.068041 18.998041
8 12 19.148331 67.146750
8 10 18.062347 75.620595
10 12 46.070744 5.201452
