13 17 33465 1426 20
93 57 24.626815
41 71 45.605261
57 70 29.962879
91 58 28.182118
54 58 5.803087
38 57 18.226871
91 9 1.525591
79 51 8.041568
5 54 8.566276
16 79 27.128153
49 93 12.813495
37 14 44.051677
82 11 35.253835
0 12 36.452805 52.835587
0 5 17.924633 62.248098
0 3 32.349006 3.993391
0 2 18.894418 45.053559
0 1 13.767017 94.102529
1 10 42.142628 43.641292
1 3 41.197424 72.707810
3 7 0.461310 23.693731
3 6 45.693162 72.069816
4 9 19.145890 65.201401
4 7 3.270243 39.282901
5 7 43.882912 62.112763
6 12 32.990545 10.103853
7 10 31.923987 54.142197
8 9 46.500865 52.333916
9 10 1.659231 48.162329
11 12 23.767002 74.824026
