14 16 6826 830 20
12 12 37.499428
25 65 45.894550
32 54 39.790285
42 97 14.805609
71 86 10.312148
83 71 7.357770
52 2 34.329553
63 71 25.946561
35 97 36.404040
54 84 36.923222
85 90 44.518211
20 37 0.557056
87 86 9.621218
18 36 26.777701
0 13 25.813534 45.800489
0 2 23.288211 69.019757
1 9 21.123512 38.368329
1 4 37.371038 62.126283
2 11 28.672365 40.759055
2 10 35.893607 94.878737
2 3 38.312911 56.281094
4 12 10.384625 18.710779
4 5 45.970611 23.583763
5 6 1.176368 85.143528
7 12 16.591323 34.401703
7 11 45.105774 64.174348
7 9 44.938178 29.263048
8 12 37.056096 87.198018
8 10 41.650213 96.426547
10 12 38.063987 5.709468
