14 16 4536 933 20
12 12 44.014562
25 65 29.302539
32 54 42.442135
42 97 45.430446
71 86 35.869534
83 71 47.450465
52 2 11.662530
63 71 10.670616
35 97 11.971847
54 84 37.352096
85 90 17.581500
20 37 3.710770
87 86 33.961819
18 36 27.106668
0 13 30.581962 45.080551
0 2 34.932785 64.546918
1 9 35.489255 53.154732
1 4 5.014288 89.714435
2 11 21.769134 34.870493
2 10 28.680657 87.551323
2 3 39.459591 78.548202
4 12 37.533048 20.204944
4 5 7.155011 22.883091
5 6 2.004441 101.114093
7 12 2.705121 29.765413
7 11 14.247987 109.038142
7 9 11.426753 20.041168
8 12 30.957237 54.851641
8 10 35.561902 65.772773
10 12 6.251185 5.193394
