13 17 1061 779 20
93 57 29.140809
41 71 6.001414
57 70 43.270927
91 58 18.931835
54 58 2.344681
38 57 36.019816
91 9 43.875526
79 51 40.179309
5 54 36.378721
16 79 34.944000
49 93 4.170762
37 14 40.386089
82 11 9.638580
0 12 15.882817 60.725447
0 5 15.859376 65.043024
0 3 33.932650 3.038753
0 2 22.178737 65.264906
0 1 5.184582 74.383343
1 10 24.571220 39.574699
1 3 10.729326 60.339375
3 7 38.292387 17.985198
3 6 39.412109 78.463585
4 9 36.066297 58.554384
4 7 36.365030 42.931529
5 7 18.702852 73.269182
6 12 28.590288 14.795628
7 10 15.184557 56.859553
8 9 45.467663 45.209052
9 10 46.957015 53.643545
11 12 33.953159 55.337997
