13 17 49907 957 20
93 57 27.244938
41 71 35.947265
57 70 25.551899
91 58 11.062089
54 58 25.532721
38 57 35.237348
91 9 13.694117
79 51 30.005033
5 54 43.659728
16 79 2.649234
49 93 34.904409
37 14 47.421436
82 11 35.270955
0 12 41.460845 55.834292
0 5 4.084238 74.235465
0 3 7.404279 3.693397
0 2 16.163664 56.447354
0 1 24.851783 77.817218
1 10 10.679408 42.920845
1 3 29.216567 67.574595
3 7 37.847025 27.199092
3 6 17.370959 86.974894
4 9 24.697157 56.521417
4 7 26.154051 48.248354
5 7 28.160206 41.627207
6 12 30.234911 16.567184
7 10 42.497402 74.138212
8 9 19.241370 35.583006
9 10 24.164596 55.755085
11 12 45.255143 54.753264
