13 17 1020 1661 20
93 57 16.124782
41 71 26.156825
57 70 3.648463
91 58 33.626106
54 58 46.033751
38 57 21.489360
91 9 24.796863
79 51 41.638208
5 54 26.569030
16 79 25.311186
49 93 17.734383
37 14 2.164405
82 11 10.327922
0 12 8.118469 47.797921
0 5 33.285811 77.415216
0 3 34.650906 2.855608
0 2 43.133599 58.700068
0 1 49.246227 91.034098
1 10 18.588964 40.575914
1 3 46.343267 92.776336
3 7 24.943692 25.770175
3 6 0.358905 86.077935
4 9 13.991452 79.077646
4 7 24.694580 28.042256
5 7 25.496728 49.744925
6 12 1.663411 18.345316
7 10 24.802628 53.746390
8 9 4.230163 37.909240
9 10 19.927412 61.033321
11 12 5.508020 56.238327
