12 13 39368 1415 20
63 85 11.289102
89 66 13.001812
57 26 10.403288
63 41 29.232041
42 11 32.525829
72 60 18.317606
19 21 7.046113
67 52 9.538952
21 55 25.115277
12 47 1.621957
8 53 15.121838
52 75 20.205576
0 11 40.335781 25.552143
0 10 35.699693 71.154137
0 8 31.876973 97.320596
1 11 26.866219 66.986198
1 8 15.390423 71.094647
1 5 7.266227 18.505853
1 4 18.834149 131.269105
1 3 16.642677 58.237664
2 4 46.353942 32.814537
3 7 38.633707 18.073882
6 10 37.611087 40.169420
7 9 41.881583 74.960169
9 10 24.911861 8.066151
