14 16 3250 252 20
12 12 49.981894
25 65 17.426176
32 54 15.032945
42 97 21.868565
71 86 25.168971
83 71 20.306862
52 2 44.984175
63 71 11.410833
35 97 13.500529
54 84 38.424830
85 90 48.790960
20 37 15.203276
87 86 38.703586
18 36 36.701654
0 13 40.012500 33.947081
0 2 16.038656 88.931716
1 9 20.073471 68.369815
1 4 38.995715 83.818262
2 11 18.292557 21.113344
2 10 43.254915 100.263143
2 3 8.766152 45.888005
4 12 17.795245 20.411341
4 5 13.767335 22.507292
5 6 23.617085 128.929617
7 12 10.390392 48.473247
7 11 30.620074 102.974233
7 9 7.424476 22.705541
8 12 20.592184 73.395740
8 10 7.748490 73.336050
10 12 41.239223 5.124517
