13 17 22956 1421 20
93 57 43.609249
41 71 40.405683
57 70 26.319474
91 58 9.950450
54 58 22.913584
38 57 6.265584
91 9 27.628047
79 51 32.525899
5 54 33.945565
16 79 32.533790
49 93 20.808991
37 14 23.814230
82 11 23.403698
0 12 47.067174 56.760013
0 5 21.316278 89.061443
0 3 17.926530 3.052771
0 2 41.855949 55.986206
0 1 45.243954 94.440449
1 10 7.367243 25.590621
1 3 25.533021 68.232932
3 7 2.659190 19.069084
3 6 29.110394 50.737432
4 9 42.178573 83.592941
4 7 6.218889 28.780861
5 7 11.695451 53.944082
6 12 47.618056 15.460611
7 10 16.380727 98.728215
8 9 19.455246 37.378959
9 10 28.430950 64.369860
11 12 20.749373 60.003075
