14 16 239 3796 20
12 12 5.942974
25 65 37.556253
32 54 38.224606
42 97 43.441991
71 86 2.720578
83 71 20.495748
52 2 4.774713
63 71 12.212636
35 97 33.760167
54 84 8.508621
85 90 33.514703
20 37 39.532017
87 86 3.581339
18 36 26.155715
0 13 13.377563 35.259774
0 2 47.451978 78.880799
1 9 10.037312 62.286913
1 4 44.269559 63.552975
2 11 7.168228 23.853443
2 10 5.211714 76.486639
2 3 15.589689 60.378976
4 12 18.976114 26.249778
4 5 37.973531 25.368568
5 6 4.256350 85.526576
7 12 9.252944 46.084350
7 11 36.190235 81.955031
7 9 8.512265 22.599401
8 12 4.980283 100.666264
8 10 48.280195 99.000453
10 12 19.308877 7.257024
