14 16 21605 764 20
12 12 21.176677
25 65 31.338207
32 54 26.282435
42 97 25.633331
71 86 3.363342
83 71 39.016222
52 2 7.823349
63 71 1.945046
35 97 17.281569
54 84 36.262330
85 90 2.868304
20 37 27.236358
87 86 31.815602
18 36 38.140725
0 13 21.679952 39.061473
0 2 14.745732 85.661505
1 9 9.717765 48.315359
1 4 15.270046 83.098716
2 11 41.181848 25.525952
2 10 44.415622 106.359459
2 3 1.141674 74.605315
4 12 20.000190 21.225209
4 5 37.505456 29.326785
5 6 2.617008 77.668734
7 12 4.701739 35.739007
7 11 20.962136 100.462789
7 9 8.914799 17.913286
8 12 9.515089 60.830442
8 10 39.040068 86.991341
10 12 15.099480 8.734602
