13 17 31357 375 20
93 57 15.278988
41 71 1.992219
57 70 5.323800
91 58 42.056948
54 58 32.660779
38 57 39.452459
91 9 0.993724
79 51 16.295449
5 54 46.967982
16 79 14.765384
49 93 31.732377
37 14 44.070025
82 11 49.673715
0 12 41.036324 85.983399
0 5 44.221744 98.500722
0 3 13.044662 2.591743
0 2 6.821454 67.301123
0 1 40.238653 102.291832
1 10 11.903673 39.551783
1 3 9.913073 76.238098
3 7 33.019761 26.561647
3 6 37.877070 78.569692
4 9 32.165374 85.355923
4 7 40.355698 48.392706
5 7 32.653329 53.723636
6 12 31.121602 16.844001
7 10 6.114805 82.191411
8 9 23.691336 34.334616
9 10 3.751414 39.996906
11 12 45.334630 58.384206
