14 16 22130 515 20
12 12 8.591580
25 65 38.429073
32 54 14.621058
42 97 25.407880
71 86 35.628109
83 71 45.804178
52 2 17.993232
63 71 12.055845
35 97 19.556186
54 84 40.417468
85 90 3.063466
20 37 14.166102
87 86 44.782192
18 36 13.196443
0 13 30.828825 27.489192
0 2 6.695733 63.428110
1 9 0.056794 60.030603
1 4 49.028587 53.593369
2 11 30.648313 32.301083
2 10 1.013028 76.636933
2 3 40.455560 52.439295
4 12 46.634656 28.146046
4 5 46.547975 29.017978
5 6 40.151838 128.691049
7 12 20.691838 40.729811
7 11 39.949087 94.238532
7 9 5.512202 26.167115
8 12 35.811149 85.430820
8 10 25.148747 70.357838
10 12 25.237540 8.855508
