12 13 5102 344 20
63 85 36.303487
89 66 22.534934
57 26 46.366041
63 41 6.436145
42 11 3.835770
72 60 6.067085
19 21 18.475121
67 52 13.030766
21 55 33.820056
12 47 31.921586
8 53 7.589041
52 75 21.609457
0 11 1.146347 27.076216
0 10 13.852447 115.420372
0 8 8.293885 86.028693
1 11 10.212764 61.929330
1 8 27.486901 76.462888
1 5 26.852483 35.511358
1 4 41.731616 75.090498
1 3 46.222514 71.190307
2 4 25.809800 27.568414
3 7 1.282861 21.145154
6 10 36.693661 66.555485
7 9 2.180505 63.752726
9 10 26.194127 13.378145
