14 16 25275 1469 20
12 12 19.584347
25 65 27.042893
32 54 30.954747
42 97 49.869741
71 86 0.467613
83 71 22.470367
52 2 20.928348
63 71 25.396975
35 97 15.491635
54 84 32.961594
85 90 27.290153
20 37 7.656276
87 86 4.338065
18 36 23.641884
0 13 35.625692 25.843528
0 2 3.383326 75.937499
1 9 48.207232 65.783252
1 4 46.899350 69.575568
2 11 42.651281 27.547631
2 10 27.377297 103.736977
2 3 39.900335 68.554323
4 12 18.093066 17.613632
4 5 24.626946 38.319434
5 6 30.696249 143.929104
7 12 45.603572 42.168020
7 11 45.425035 58.289624
7 9 18.658251 22.452344
8 12 48.290699 83.326130
8 10 32.724695 77.058780
10 12 28.547663 6.433846
