12 13 4146 983 20
63 85 1.060656
89 66 15.262237
57 26 22.201183
63 41 25.325266
42 11 5.562210
72 60 28.358742
19 21 48.269196
67 52 20.995936
21 55 22.714314
12 47 41.379629
8 53 15.109911
52 75 42.231227
0 11 12.121100 24.416773
0 10 36.360251 96.863016
0 8 20.974279 56.555491
1 11 27.258470 46.169438
1 8 16.190965 101.386029
1 5 41.065732 33.691821
1 4 34.288095 108.901010
1 3 46.185041 56.444560
2 4 39.320496 33.550469
3 7 30.139871 15.213299
6 10 37.189175 36.939245
7 9 10.144942 61.263246
9 10 3.734333 9.453455
