13 17 49925 678 20
93 57 43.289074
41 71 2.659422
57 70 1.987416
91 58 9.452739
54 58 24.910895
38 57 26.839199
91 9 1.127120
79 51 35.590303
5 54 42.239413
16 79 30.343687
49 93 33.481977
37 14 30.086437
82 11 19.093579
0 12 45.178400 48.103760
0 5 43.775794 103.169810
0 3 44.020614 3.190084
0 2 11.180619 55.067467
0 1 43.755935 79.975649
1 10 39.394846 25.131405
1 3 31.446378 65.091796
3 7 23.699521 17.659920
3 6 41.808277 75.167490
4 9 29.360943 58.168323
4 7 26.441334 48.701556
5 7 20.634892 44.976916
6 12 39.862141 14.302916
7 10 7.912141 64.903826
8 9 42.960742 40.064959
9 10 24.197054 55.208322
11 12 20.796457 79.501311
