12 13 29837 451 20
63 85 15.090134
89 66 47.388030
57 26 15.686765
63 41 14.861458
42 11 35.425565
72 60 3.172440
19 21 11.857541
67 52 7.859342
21 55 31.124034
12 47 7.609780
8 53 43.860191
52 75 36.261542
0 11 34.246389 20.581825
0 10 0.810204 124.376720
0 8 22.290385 68.473552
1 11 6.054108 55.954811
1 8 26.790835 133.452345
1 5 38.160692 27.570079
1 4 48.817267 75.229269
1 3 9.951753 58.571093
2 4 24.238531 31.849202
3 7 40.159424 22.982141
6 10 13.861604 48.473774
7 9 7.052125 60.772550
9 10 16.878423 9.667787
