12 13 6666 1256 20
63 85 10.644634
89 66 34.602213
57 26 6.676108
63 41 0.886664
42 11 23.353701
72 60 35.517229
19 21 26.956330
67 52 5.801896
21 55 36.568465
12 47 26.434489
8 53 8.949441
52 75 43.875612
0 11 8.412410 16.722630
0 10 8.298261 72.452790
0 8 41.515494 62.555458
1 11 19.385067 48.542497
1 8 41.248937 100.801552
1 5 42.787553 27.744235
1 4 1.074061 105.210022
1 3 38.282231 54.788417
2 4 5.994030 40.983159
3 7 7.242867 12.022046
6 10 8.031742 61.311639
7 9 13.949944 64.206166
9 10 35.085862 13.491824
