12 13 27130 372 20
63 85 39.955464
89 66 19.822668
57 26 10.107978
63 41 1.243226
42 11 23.558294
72 60 13.088395
19 21 20.094183
67 52 44.795766
21 55 42.652213
12 47 26.251942
8 53 46.172414
52 75 0.407592
0 11 33.849527 22.926275
0 10 32.878306 102.043681
0 8 42.396860 73.315770
1 11 44.554307 62.736951
1 8 24.170439 98.153371
1 5 33.642006 20.487029
1 4 19.150621 135.477969
1 3 16.951485 42.011771
2 4 8.880449 39.504936
3 7 33.069492 13.914973
6 10 19.549798 53.262883
7 9 2.261411 93.126441
9 10 4.406901 11.918250
