14 16 41020 1579 20
12 12 49.023097
25 65 33.525451
32 54 15.742572
42 97 44.751296
71 86 11.715894
83 71 27.079302
52 2 36.719146
63 71 8.177575
35 97 23.143372
54 84 5.727708
85 90 7.297810
20 37 42.365428
87 86 9.498329
18 36 35.383354
0 13 34.584326 29.503375
0 2 41.990228 58.145431
1 9 31.307658 64.369074
1 4 40.014548 68.873788
2 11 35.781098 22.963762
2 10 14.984016 78.390646
2 3 36.963945 70.825266
4 12 33.552673 27.919506
4 5 36.271554 36.674146
5 6 11.201561 101.481021
7 12 28.794017 45.862082
7 11 17.741996 96.787396
7 9 11.424236 27.502832
8 12 44.269402 78.099367
8 10 32.968034 54.314245
10 12 13.419827 7.124359
