12 13 17379 1002 20
63 85 22.114456
89 66 46.259403
57 26 36.080854
63 41 18.764795
42 11 10.620495
72 60 3.836222
19 21 20.316631
67 52 18.400423
21 55 33.767660
12 47 38.152692
8 53 9.058043
52 75 25.494362
0 11 37.883392 18.270505
0 10 42.508562 81.763033
0 8 28.551392 55.289159
1 11 49.483917 50.281216
1 8 11.175156 116.502676
1 5 12.667092 32.202868
1 4 1.490590 138.702211
1 3 12.260223 70.930841
2 4 8.832463 32.474617
3 7 48.657862 18.864054
6 10 16.664098 37.283805
7 9 15.712362 74.470759
9 10 37.739288 10.167701
