12 13 48421 1659 20
63 85 23.400921
89 66 4.110751
57 26 29.952054
63 41 16.080608
42 11 48.464010
72 60 9.743150
19 21 5.910555
67 52 18.526246
21 55 23.016016
12 47 2.053254
8 53 37.498759
52 75 6.340783
0 11 16.028919 27.187187
0 10 29.991433 113.764085
0 8 38.757732 57.029609
1 11 46.559418 40.437315
1 8 10.299599 69.466027
1 5 3.527179 29.867036
1 4 33.591362 74.313111
1 3 38.395111 50.422229
2 4 28.388460 38.514958
3 7 14.181548 22.480146
6 10 25.982480 55.831916
7 9 30.963221 88.652449
9 10 36.172710 12.363526
