14 16 44666 339 20
12 12 26.825818
25 65 29.175377
32 54 5.484419
42 97 15.832551
71 86 27.275170
83 71 26.880783
52 2 46.680949
63 71 10.760355
35 97 28.843614
54 84 46.173568
85 90 18.607855
20 37 39.880839
87 86 46.424977
18 36 30.292988
0 13 30.613959 30.159620
0 2 14.573842 49.493046
1 9 5.546290 45.175243
1 4 20.224785 72.974306
2 11 26.388024 35.847819
2 10 45.487844 117.522777
2 3 44.349209 70.456109
4 12 3.044743 20.408058
4 5 40.600999 34.078979
5 6 44.188458 124.389015
7 12 9.495290 31.943583
7 11 3.114500 77.917303
7 9 49.912855 22.216786
8 12 38.863500 105.544663
8 10 45.713044 90.669402
10 12 0.750214 6.185544
