14 16 33888 520 20
12 12 46.386608
25 65 0.187886
32 54 35.727742
42 97 21.749723
71 86 24.494568
83 71 0.391063
52 2 47.841750
63 71 14.391721
35 97 47.686898
54 84 25.889054
85 90 29.031693
20 37 15.682841
87 86 2.565126
18 36 2.814350
0 13 21.762756 46.431882
0 2 20.723892 47.360871
1 9 33.724701 53.679612
1 4 38.902092 79.858851
2 11 1.092636 39.686332
2 10 16.527914 64.572822
2 3 5.382917 84.310716
4 12 0.363807 21.691402
4 5 14.172240 34.663375
5 6 25.952902 76.478547
7 12 25.046261 48.635171
7 11 33.763713 83.700287
7 9 24.030864 28.282773
8 12 18.469675 63.411761
8 10 12.217893 90.588633
10 12 33.558585 6.375837
