14 16 29583 1184 20
12 12 15.393792
25 65 14.825580
32 54 5.894169
42 97 23.626258
71 86 7.180191
83 71 25.911880
52 2 39.166031
63 71 25.269449
35 97 40.092427
54 84 31.478728
85 90 26.035532
20 37 27.185765
87 86 8.145065
18 36 48.583558
0 13 11.430310 34.457365
0 2 2.343925 84.791220
1 9 8.916921 67.242705
1 4 10.436945 56.169902
2 11 48.868425 40.709721
2 10 25.419959 110.579539
2 3 37.121086 82.743356
4 12 33.253066 22.457874
4 5 35.574649 19.783921
5 6 7.389657 148.381031
7 12 5.258837 33.510014
7 11 48.366938 91.328274
7 9 23.393964 25.465280
8 12 6.563819 84.877107
8 10 37.990731 51.073005
10 12 20.222550 4.932531
