12 13 11272 340 20
63 85 10.946649
89 66 31.196239
57 26 12.814160
63 41 41.669751
42 11 24.313765
72 60 13.106751
19 21 39.015066
67 52 27.331515
21 55 33.889759
12 47 46.723184
8 53 5.779775
52 75 13.333307
0 11 9.383630 21.415508
0 10 40.118475 83.520457
0 8 44.317550 78.884684
1 11 20.558290 64.120558
1 8 38.672260 112.976552
1 5 13.678849 31.684107
1 4 43.600972 116.586323
1 3 44.010891 46.182084
2 4 46.314264 22.506508
3 7 13.994998 20.673747
6 10 1.128028 52.455773
7 9 1.824268 61.483725
9 10 44.679815 9.264072
