14 16 13365 529 20
12 12 40.144660
25 65 43.084737
32 54 1.635392
42 97 5.442258
71 86 39.444904
83 71 9.354931
52 2 8.877030
63 71 21.219312
35 97 41.377186
54 84 16.871782
85 90 27.798453
20 37 10.448715
87 86 40.256849
18 36 12.105610
0 13 12.920752 39.289632
0 2 29.357215 48.774117
1 9 2.144451 52.806256
1 4 39.033316 90.183685
2 11 17.082566 33.949674
2 10 12.650878 91.860480
2 3 47.305531 50.950109
4 12 1.730987 26.976089
4 5 24.444937 31.407374
5 6 33.385522 143.444628
7 12 34.260628 45.219258
7 11 38.764226 101.676701
7 9 34.117639 17.544297
8 12 33.278393 59.141887
8 10 45.892856 95.488607
10 12 23.975816 8.531405
