12 13 18093 2395 20
63 85 8.379258
89 66 3.664360
57 26 43.068483
63 41 25.636645
42 11 8.263318
72 60 47.589068
19 21 27.901981
67 52 40.356730
21 55 16.103899
12 47 6.155800
8 53 11.972396
52 75 8.727252
0 11 8.260252 16.519473
0 10 40.631403 81.608348
0 8 26.467408 91.810353
1 11 38.403438 69.290997
1 8 13.752548 106.723889
1 5 34.135181 30.015261
1 4 47.535182 110.702137
1 3 44.440100 58.181958
2 4 43.403332 35.620574
3 7 42.337756 22.777856
6 10 40.370662 65.691237
7 9 5.331010 75.080180
9 10 45.876383 12.685733
