14 16 39619 2117 20
12 12 7.070243
25 65 29.019214
32 54 5.385158
42 97 28.775257
71 86 35.879695
83 71 0.309031
52 2 39.048037
63 71 7.146503
35 97 13.397973
54 84 16.652379
85 90 18.275830
20 37 43.049598
87 86 48.725494
18 36 9.866260
0 13 16.738754 41.767098
0 2 44.955135 50.093462
1 9 27.436073 65.512874
1 4 35.266639 66.595287
2 11 8.985830 35.010059
2 10 27.184734 72.349580
2 3 19.626502 48.690297
4 12 33.627795 19.034887
4 5 16.554265 28.341697
5 6 29.155648 94.777285
7 12 48.526704 53.960214
7 11 34.377559 87.121705
7 9 42.862651 17.605414
8 12 23.949037 54.245568
8 10 49.755431 86.750104
10 12 20.328994 7.496668
