12 13 18511 813 20
63 85 21.786102
89 66 37.482301
57 26 37.792702
63 41 7.128448
42 11 30.014311
72 60 31.473410
19 21 16.516631
67 52 18.184557
21 55 49.063295
12 47 33.909151
8 53 45.396369
52 75 37.864536
0 11 8.717439 15.354794
0 10 37.694866 112.307238
0 8 38.172802 65.527811
1 11 5.368122 66.972231
1 8 4.407887 126.337572
1 5 11.629827 33.187517
1 4 39.431630 137.017072
1 3 7.025286 54.009636
2 4 34.804780 22.225515
3 7 24.172143 18.869465
6 10 18.399060 48.920786
7 9 2.301392 89.799438
9 10 47.817222 14.403812
