14 16 42372 1757 20
12 12 18.177819
25 65 1.372994
32 54 48.863691
42 97 13.442851
71 86 49.816343
83 71 41.798150
52 2 22.810396
63 71 19.540416
35 97 12.148779
54 84 16.781381
85 90 41.267068
20 37 29.333297
87 86 29.106987
18 36 1.256555
0 13 37.178296 26.151084
0 2 39.762732 81.077969
1 9 46.837145 50.251021
1 4 10.771882 78.953757
2 11 5.082365 27.954446
2 10 49.812572 94.868484
2 3 2.501991 45.704524
4 12 8.940214 28.970857
4 5 8.711748 22.745645
5 6 8.068240 91.246530
7 12 10.129552 40.842308
7 11 44.964996 109.489276
7 9 12.015169 25.193856
8 12 20.937036 65.637299
8 10 40.853364 92.239336
10 12 44.203212 6.457191
