14 16 13170 541 20
12 12 28.283293
25 65 31.097790
32 54 41.292337
42 97 3.390599
71 86 28.880869
83 71 9.071237
52 2 20.309129
63 71 8.226217
35 97 20.134071
54 84 21.932570
85 90 44.618056
20 37 23.187795
87 86 38.930777
18 36 40.692533
0 13 27.920877 32.586756
0 2 8.364439 88.993750
1 9 47.301981 67.122493
1 4 38.137174 91.554958
2 11 24.302715 35.547105
2 10 24.804734 69.913456
2 3 15.390316 76.860123
4 12 49.889217 24.872965
4 5 6.011309 38.141683
5 6 40.571173 122.523465
7 12 9.867876 33.623789
7 11 29.711037 109.243715
7 9 19.776482 21.533243
8 12 12.712148 54.897906
8 10 40.574383 93.870906
10 12 8.826353 4.776660
