14 16 6047 501 20
12 12 12.501710
25 65 18.670207
32 54 5.159088
42 97 5.203566
71 86 34.544309
83 71 30.829878
52 2 20.829876
63 71 18.826699
35 97 2.037903
54 84 30.476044
85 90 38.112418
20 37 11.736242
87 86 34.908135
18 36 39.417194
0 13 4.274074 40.897140
0 2 45.438249 53.166942
1 9 1.033153 42.716005
1 4 2.244169 96.881378
2 11 20.759258 35.199159
2 10 15.521249 127.791967
2 3 38.109233 68.676558
4 12 5.255610 19.167446
4 5 22.399980 28.373115
5 6 29.011356 111.840746
7 12 8.470126 43.926623
7 11 48.433422 65.607393
7 9 11.879138 24.443402
8 12 15.409243 83.881912
8 10 13.817601 74.333310
10 12 6.273825 4.903826
